GeositeInfo_DataOwner,GeositeInfo_Identifier,GeositeInfo_GeositeType,GeositeInfo_Latitude,GeositeInfo_Longitude,WaterStrike_ConstructionCompletionDate,WaterStrike_YieldMeasurementMethod,WaterStrike_WaterStrikeType,WaterStrike_SeepageValue,WaterStrike_DepthToTop,WaterStrike_DepthToBottom,WaterStrike_TotalBlowYieldValue,WaterStrike_ContributionValue
Dept Water - Pretoria,2729CD00048,Borehole,-27.97689,29.36638,1951/03/19,,Individual Contribution,,18.29,,1.7001,1.7
Dept Water - Pretoria,2729CD00048,Borehole,-27.97689,29.36638,1951/03/19,,Individual Contribution,0.0001,12.19,,1.7001,
Dept Water - Pretoria,2728CD00071,Borehole,-27.97607,28.44191,,,,,,,,
Dept Water - Pretoria,2728CD00076,Borehole,-27.97607,28.46636,,,,,,,,
Dept Water - Pretoria,2728CD00083,Borehole,-27.97606,28.41636,,,,,,,,
Dept Water - Pretoria,2728CD00069,Borehole,-27.97606,28.44191,1943/01/06,,Total Seepage,0.01,15.24,,,
Dept Water - Pretoria,2728CD00074,Borehole,-27.97606,28.46636,,,,,,,,
Dept Water - Pretoria,2728DC00118,Borehole,-27.97606,28.59191,,,,,,,,
Dept Water - Pretoria,2728DC00128,Borehole,-27.97606,28.63302,1983/10/26,,Total Yield,,60,,1.03,
Dept Water - Pretoria,2728CD00082,Borehole,-27.97605,28.41636,1958/11/22,,Total Seepage,0.06,22.56,,,
Dept Water - Pretoria,2728CD00067,Borehole,-27.97605,28.44191,,,,,,,,
Dept Water - Pretoria,2728CD00068,Borehole,-27.97605,28.44192,,,,,,,,
Dept Water - Pretoria,2728CD00070,Borehole,-27.97605,28.44193,,,,,,,,
Dept Water - Pretoria,2728CD00072,Borehole,-27.97605,28.46636,1958/11/13,,Total Yield,,18.59,,1.21,
Dept Water - Pretoria,2728CD00073,Borehole,-27.97605,28.46637,1958/11/05,,Total Yield,,18.29,,3.03,
Dept Water - Pretoria,2728CD00075,Borehole,-27.97605,28.46638,,,,,,,,
Dept Water - Pretoria,2728DC00116,Borehole,-27.97605,28.59191,,,,,,,,
Dept Water - Pretoria,2728DC00117,Borehole,-27.97605,28.59192,,,,,,,,
Dept Water - Pretoria,2728DC00119,Borehole,-27.97605,28.59193,1982/05/05,,Total Yield,,46,,0.42,
Dept Water - Pretoria,2728DC00127,Borehole,-27.97605,28.63302,1983/08/10,,Total Yield,,30,,2.5,
Dept Water - Pretoria,2728DC00129,Borehole,-27.97605,28.63303,1983/10/27,,Total Yield,,30,,3.44,
Dept Water - Pretoria,2729CD00036,Borehole,-27.97553,29.39498,,,,,,,,
Dept Water - Pretoria,2729CD00034,Borehole,-27.97552,29.39498,,,,,,,,
Dept Water - Pretoria,2729CD00032,Borehole,-27.97551,29.39498,,,,,,,,
Dept Water - Pretoria,2729CD00031,Borehole,-27.9755,29.39498,,,,,,,,
Dept Water - Pretoria,2729CD00033,Borehole,-27.9755,29.39499,,,,,,,,
Dept Water - Pretoria,2729CD00035,Borehole,-27.9755,29.395,1954/03/31,,Total Seepage,0.08,30.48,,,
Dept Water - Pretoria,2728DD00027,Borehole,-27.97273,28.95386,,,,,,,,
Dept Water - Pretoria,2728DD00026,Borehole,-27.97272,28.95386,,,,,,,,
Dept Water - Pretoria,2728DD00028,Borehole,-27.97272,28.95387,,,,,,,,
Dept Water - Pretoria,2728DD00033,Borehole,-27.97245,28.87636,1984/07/11,,Total Seepage,0.0001,45,,,
Dept Water - Pretoria,2728DD00035,Borehole,-27.97245,28.87637,1984/07/18,,Total Yield,,30,,0.83,
Dept Water - Pretoria,2728DD00034,Borehole,-27.97244,28.87636,1984/07/14,,Total Yield,,30,,1.25,
Dept Water - Pretoria,2728DD00032,Borehole,-27.97243,28.87636,1984/07/12,,Total Seepage,0.0001,45,,,
Dept Water - Pretoria,2729CD00137,Borehole,-27.96856,29.30721,1934/09/11,,Total Yield,,22.86,,0.1,
Dept Water - Pretoria,2729CC00043,Borehole,-27.96723,29.04971,,,,,,,,
Dept Water - Pretoria,2729CC00041,Borehole,-27.96722,29.04971,,,,,,,,
Dept Water - Pretoria,2729CC00039,Borehole,-27.96721,29.04971,,,,,,,,
Dept Water - Pretoria,2729CD00079,Borehole,-27.96721,29.43304,,,,,,,,
Dept Water - Pretoria,2728CD00223,Borehole,-27.9672,28.33302,1960/10/11,,Total Seepage,0.03,22.86,,,
Dept Water - Pretoria,2729CC00037,Borehole,-27.9672,29.04971,,,,,,,,
Dept Water - Pretoria,2729CD00140,Borehole,-27.9672,29.31638,,,,,,,,
Dept Water - Pretoria,2729CD00077,Borehole,-27.9672,29.43304,1950/09/08,,Total Seepage,0.07,21.34,,,
Dept Water - Pretoria,2728CC00008,Borehole,-27.96719,28.19969,1967/05/22,,Total Yield,,18.29,,0.82,
Dept Water - Pretoria,2728CD00221,Borehole,-27.96719,28.33302,,,,,,,,
Dept Water - Pretoria,2728CD00110,Borehole,-27.96719,28.37525,1958/02/26,,Total Yield,,28.96,,1.51,
Dept Water - Pretoria,2729CC00035,Borehole,-27.96719,29.04971,,,,,,,,
Dept Water - Pretoria,2729CD00138,Borehole,-27.96719,29.31638,1934/10/05,,Total Yield,,27.12,,1.26,
Dept Water - Pretoria,2729CD00075,Borehole,-27.96719,29.43304,1950/09/27,,Individual Contribution,,36.58,,1.0001,1
Dept Water - Pretoria,2729CD00075,Borehole,-27.96719,29.43304,1950/09/27,,Individual Contribution,0.0001,25.91,,1.0001,
Dept Water - Pretoria,2729DC00049,Borehole,-27.96719,29.58304,,,,,,,,
Dept Water - Pretoria,2728CC00006,Borehole,-27.96718,28.19969,,,,,,,,
Dept Water - Pretoria,2728CD00219,Borehole,-27.96718,28.33302,1960/11/09,,Total Seepage,0.02,22.86,,,
Dept Water - Pretoria,2728CD00108,Borehole,-27.96718,28.37525,,,,,,,,
Dept Water - Pretoria,2729CC00033,Borehole,-27.96718,29.04971,,,,,,,,
Dept Water - Pretoria,2729CD00136,Borehole,-27.96718,29.31638,,,,,,,,
Dept Water - Pretoria,2729CD00073,Borehole,-27.96718,29.43304,1953/12/18,,Total Yield,,24.38,,0.1,
Dept Water - Pretoria,2729DC00047,Borehole,-27.96718,29.58304,,,,,,,,
Dept Water - Pretoria,2728CC00004,Borehole,-27.96717,28.19969,,,,,,,,
Dept Water - Pretoria,2728CD00217,Borehole,-27.96717,28.33302,1981/07/31,,Total Yield,,6,,0.39,
Dept Water - Pretoria,2728CD00106,Borehole,-27.96717,28.37525,,,,,,,,
Dept Water - Pretoria,2728CD00180,Borehole,-27.96717,28.44191,1958/11/28,,Total Seepage,0.09,15.24,,,
Dept Water - Pretoria,2729CC00031,Borehole,-27.96717,29.04971,1961/01/03,,Total Seepage,0.02,12.19,,,
Dept Water - Pretoria,2729CC00032,Borehole,-27.96717,29.04972,,,,,,,,
Dept Water - Pretoria,2729CC00034,Borehole,-27.96717,29.04973,,,,,,,,
Dept Water - Pretoria,2729CC00036,Borehole,-27.96717,29.04974,,,,,,,,
Dept Water - Pretoria,2729CC00038,Borehole,-27.96717,29.04975,1961/03/11,,Individual Contribution,,24.38,,0.3001,0.3
Dept Water - Pretoria,2729CC00038,Borehole,-27.96717,29.04975,1961/03/11,,Individual Contribution,0.0001,12.19,,0.3001,
Dept Water - Pretoria,2729CC00040,Borehole,-27.96717,29.04976,1961/04/01,,Individual Contribution,,21.33,,1.3001,1.3
Dept Water - Pretoria,2729CC00040,Borehole,-27.96717,29.04976,1961/04/01,,Individual Contribution,0.0001,15.54,,1.3001,
Dept Water - Pretoria,2729CC00042,Borehole,-27.96717,29.04977,1983/06/16,,Total Yield,,30,,0.4,
Dept Water - Pretoria,2729CD00028,Borehole,-27.96717,29.31638,1949/07/14,,Total Yield,,30.78,,0.77,
Dept Water - Pretoria,2729CD00029,Borehole,-27.96717,29.31639,,,,,,,,
Dept Water - Pretoria,2729CD00141,Borehole,-27.96717,29.31642,1951/07/26,,Total Yield,,18.28,,0.91,
Dept Water - Pretoria,2729CD00072,Borehole,-27.96717,29.43304,,,,,,,,
Dept Water - Pretoria,2729CD00076,Borehole,-27.96717,29.43306,1950/09/19,,Individual Contribution,,25.91,,0.6001,0.6
Dept Water - Pretoria,2729CD00076,Borehole,-27.96717,29.43306,1950/09/19,,Individual Contribution,0.0001,15.24,,0.6001,
Dept Water - Pretoria,2729CD00078,Borehole,-27.96717,29.43307,1950/09/04,,Total Seepage,0.08,27.43,,,
Dept Water - Pretoria,2729DC00046,Borehole,-27.96717,29.58304,1983/07/21,,Total Yield,,23,,3.33,
Dept Water - Pretoria,2729DC00048,Borehole,-27.96717,29.58305,,,,,,,,
Dept Water - Pretoria,2728CC00003,Borehole,-27.96716,28.19969,,,,,,,,
Dept Water - Pretoria,2728CC00005,Borehole,-27.96716,28.1997,,,,,,,,
Dept Water - Pretoria,2728CC00009,Borehole,-27.96716,28.19972,,,,,,,,
Dept Water - Pretoria,2728CC00001,Borehole,-27.96716,28.21636,1983/11/08,,Total Yield,,30,,5.55,
Dept Water - Pretoria,2728CD00215,Borehole,-27.96716,28.33302,,,,,,,,
Dept Water - Pretoria,2728CD00216,Borehole,-27.96716,28.33303,1981/08/06,,Total Yield,,36,,1.94,
Dept Water - Pretoria,2728CD00218,Borehole,-27.96716,28.33304,1960/11/28,,Total Yield,,22.86,,2.56,
Dept Water - Pretoria,2728CD00220,Borehole,-27.96716,28.33305,1960/11/19,,Total Yield,,25.91,,0.19,
Dept Water - Pretoria,2728CD00222,Borehole,-27.96716,28.33306,,,,,,,,
Dept Water - Pretoria,2728CD00224,Borehole,-27.96716,28.33307,,,,,,,,
Dept Water - Pretoria,2728CD00105,Borehole,-27.96716,28.37525,1958/03/12,,Total Seepage,0.08,13.72,,,
Dept Water - Pretoria,2728CD00107,Borehole,-27.96716,28.37526,,,,,,,,
Dept Water - Pretoria,2728CD00109,Borehole,-27.96716,28.37527,1958/02/27,,Total Seepage,0.09,12.8,,,
Dept Water - Pretoria,2728CD00111,Borehole,-27.96716,28.37528,,,,,,,,
Dept Water - Pretoria,2728CD00179,Borehole,-27.96716,28.38302,1960/07/04,,Total Seepage,0.07,15.24,,,
Dept Water - Pretoria,2728CD00128,Borehole,-27.96716,28.44191,1928/12/09,,Total Seepage,0.08,22.86,,,
Dept Water - Pretoria,2728CD00084,Borehole,-27.96716,28.47525,,,,,,,,
Dept Water - Pretoria,2728CD00085,Borehole,-27.96716,28.47526,,,,,,,,
Dept Water - Pretoria,2728DD00040,Borehole,-27.96716,28.96025,1983/11/21,,Total Yield,,69,,1.6,
Dept Water - Pretoria,2728CD00127,Borehole,-27.9671,28.44191,,,,,,,,
Dept Water - Pretoria,2729CD00074,Borehole,-27.96579,29.43054,1953/12/05,,Total Yield,,27.43,,1.26,
Dept Water - Pretoria,2729CD00080,Borehole,-27.96578,29.43054,1950/08/19,,Total Seepage,0.0001,54.25,,,
Dept Water - Pretoria,2728CC00007,Borehole,-27.96299,28.20691,1967/05/09,,Total Seepage,0.0001,15.24,,,
Dept Water - Pretoria,2729DC00070,Borehole,-27.95968,29.54082,1970/02/12,,Total Seepage,0.01,42.67,,,
Dept Water - Pretoria,2729DC00068,Borehole,-27.95967,29.54082,,,,,,,,
Dept Water - Pretoria,2729DC00069,Borehole,-27.95967,29.54083,1970/04/15,,Individual Contribution,,51.81,,1.8002,1.8
Dept Water - Pretoria,2729DC00069,Borehole,-27.95967,29.54083,1970/04/15,,Individual Contribution,0.0001,21.33,,1.8002,
Dept Water - Pretoria,2729DC00069,Borehole,-27.95967,29.54083,1970/04/15,,Individual Contribution,0.0001,43.28,,1.8002,
Dept Water - Pretoria,2728CD00030,Borehole,-27.95944,28.28469,,,,,,,,
Dept Water - Pretoria,2728CD00028,Borehole,-27.95943,28.28469,1962/01/24,,Total Seepage,0.03,32,,,
Dept Water - Pretoria,2728CD00026,Borehole,-27.95942,28.28469,1962/01/31,,Total Yield,,9.14,,1.51,
Dept Water - Pretoria,2728CD00119,Borehole,-27.95942,28.36636,1958/01/23,,Total Seepage,0.06,28.65,,,
Dept Water - Pretoria,2728CD00024,Borehole,-27.95941,28.28469,1961/12/19,,Total Seepage,0.01,21.34,,,
Dept Water - Pretoria,2728CD00117,Borehole,-27.95941,28.36636,1958/01/28,,Total Seepage,0.04,19.51,,,
Dept Water - Pretoria,2728CD00022,Borehole,-27.9594,28.28469,1961/12/05,,Total Seepage,0.01,21.34,,,
Dept Water - Pretoria,2728CD00115,Borehole,-27.9594,28.36636,,,,,,,,
Dept Water - Pretoria,2728CD00020,Borehole,-27.95939,28.28469,,,,,,,,
Dept Water - Pretoria,2728CD00113,Borehole,-27.95939,28.36636,,,,,,,,
Dept Water - Pretoria,2728DC00142,Borehole,-27.95939,28.52525,,,,,,,,
Dept Water - Pretoria,2728CD00018,Borehole,-27.95938,28.28469,1962/02/27,,Total Seepage,0.01,31.7,,,
Dept Water - Pretoria,2728CD00019,Borehole,-27.95938,28.2847,,,,,,,,
Dept Water - Pretoria,2728CD00021,Borehole,-27.95938,28.28471,1961/11/30,,Total Seepage,0.01,21.34,,,
Dept Water - Pretoria,2728CD00023,Borehole,-27.95938,28.28472,1961/12/12,,Total Seepage,0.01,23.16,,,
Dept Water - Pretoria,2728CD00025,Borehole,-27.95938,28.28473,,,,,,,,
Dept Water - Pretoria,2728CD00027,Borehole,-27.95938,28.28474,1962/01/27,,Total Yield,,13.72,,0.13,
Dept Water - Pretoria,2728CD00029,Borehole,-27.95938,28.28475,1962/01/17,,Total Seepage,0.03,30.48,,,
Dept Water - Pretoria,2728CD00031,Borehole,-27.95938,28.28476,,,,,,,,
Dept Water - Pretoria,2728CD00112,Borehole,-27.95938,28.36636,1958/02/15,,Total Yield,,15.24,,0.91,
Dept Water - Pretoria,2728CD00114,Borehole,-27.95938,28.36637,,,,,,,,
Dept Water - Pretoria,2728CD00116,Borehole,-27.95938,28.36638,1958/01/31,,Total Seepage,0.06,16.76,,,
Dept Water - Pretoria,2728CD00118,Borehole,-27.95938,28.36639,1958/01/16,,Total Yield,,21.34,,0.12,
Dept Water - Pretoria,2728DC00140,Borehole,-27.95938,28.52525,1943/03/09,,Total Yield,,14.63,,2.14,
Dept Water - Pretoria,2728DC00141,Borehole,-27.95938,28.52526,,,,,,,,
Dept Water - Pretoria,2728DD00001,Borehole,-27.95882,28.89135,1983/08/03,,Total Yield,,19,,0.98,
Dept Water - Pretoria,2728DD00007,Borehole,-27.95466,28.94969,1983/11/02,,Total Yield,,21,,2.46,
Dept Water - Pretoria,2729CD00021,Borehole,-27.95053,29.26638,,,,,,,,
Dept Water - Pretoria,2728CD00171,Borehole,-27.95052,28.44969,,,,,,,,
Dept Water - Pretoria,002360,Borehole,-27.95052,29.26638,1949/11/05,,Total Seepage,0.0001,46.02,,,
Dept Water - Pretoria,2729DC00045,Borehole,-27.95052,29.52555,,,,,,,,
Dept Water - Pretoria,2728CD00124,Borehole,-27.95051,28.31636,1960/12/03,,Total Yield,,16.76,,0.57,
Dept Water - Pretoria,2728CD00169,Borehole,-27.95051,28.44969,,,,,,,,
Dept Water - Pretoria,2729CC00049,Borehole,-27.95051,29.06638,1983/09/06,,Total Yield,,9,,3.33,
Dept Water - Pretoria,2729CC00046,Borehole,-27.95051,29.19971,1984/05/03,,Individual Contribution,,42,,0.5001,0.5
Dept Water - Pretoria,2729CC00046,Borehole,-27.95051,29.19971,1984/05/03,,Individual Contribution,0.0001,6,,0.5001,
Dept Water - Pretoria,2729CD00017,Borehole,-27.95051,29.26638,,,,,,,,
Dept Water - Pretoria,2729CD00131,Borehole,-27.95051,29.40638,1976/02/25,,Total Seepage,0.08,6,,,
Dept Water - Pretoria,2729DC00043,Borehole,-27.95051,29.52555,1954/11/24,,Total Yield,,42.67,,0.98,
Dept Water - Pretoria,2728CD00122,Borehole,-27.9505,28.31636,,,,,,,,
Dept Water - Pretoria,2728CD00167,Borehole,-27.9505,28.44969,,,,,,,,
Dept Water - Pretoria,2728DD00003,Borehole,-27.9505,28.98302,,,,,,,,
Dept Water - Pretoria,2729CC00047,Borehole,-27.9505,29.06638,,,,,,,,
Dept Water - Pretoria,2729CC00048,Borehole,-27.9505,29.06639,,,,,,,,
Dept Water - Pretoria,2729CC00044,Borehole,-27.9505,29.19971,1984/04/05,,Total Yield,,29,,0.53,
Dept Water - Pretoria,2729CC00045,Borehole,-27.9505,29.19972,,,,,,,,
Dept Water - Pretoria,2729CD00015,Borehole,-27.9505,29.26638,1949/11/24,,Individual Contribution,,15.24,,3.2001,3.2
Dept Water - Pretoria,2729CD00015,Borehole,-27.9505,29.26638,1949/11/24,,Individual Contribution,0.0001,14.57,,3.2001,
Dept Water - Pretoria,2729CD00016,Borehole,-27.9505,29.26639,,,,,,,,
Dept Water - Pretoria,2729CD00018,Borehole,-27.9505,29.2664,1949/11/10,,Individual Contribution,,22.86,,0.1001,0.1
Dept Water - Pretoria,2729CD00018,Borehole,-27.9505,29.2664,1949/11/10,,Individual Contribution,0.0001,9.14,,0.1001,
Dept Water - Pretoria,2729CD00020,Borehole,-27.9505,29.26641,,,,,,,,
Dept Water - Pretoria,2729CD00091,Borehole,-27.9505,29.28304,1949/08/31,,Total Yield,,24.38,,0.83,
Dept Water - Pretoria,2729CD00129,Borehole,-27.9505,29.40638,1976/01/23,,Total Seepage,0.08,10,,,
Dept Water - Pretoria,2729CD00130,Borehole,-27.9505,29.40639,,,,,,,,
Dept Water - Pretoria,2729CD00132,Borehole,-27.9505,29.4064,1976/03/02,,Total Yield,,26,,2.23,
Dept Water - Pretoria,2729DC00042,Borehole,-27.9505,29.52555,1954/12/09,,Total Yield,,36.57,,2.32,
Dept Water - Pretoria,2729DC00044,Borehole,-27.9505,29.52556,,,,,,,,
Dept Water - Pretoria,2728CD00120,Borehole,-27.95049,28.31636,1961/01/04,,Total Yield,,12.8,,0.29,
Dept Water - Pretoria,2728CD00121,Borehole,-27.95049,28.31637,1960/12/15,,Total Seepage,0.09,19.81,,,
Dept Water - Pretoria,2728CD00123,Borehole,-27.95049,28.31638,,,,,,,,
Dept Water - Pretoria,2728CD00165,Borehole,-27.95049,28.44969,1959/01/19,,Total Yield,,15.24,,0.1,
Dept Water - Pretoria,2728CD00166,Borehole,-27.95049,28.4497,,,,,,,,
Dept Water - Pretoria,2728CD00168,Borehole,-27.95049,28.44971,1959/02/04,,Total Seepage,0.03,14.63,,,
Dept Water - Pretoria,2728CD00170,Borehole,-27.95049,28.44972,,,,,,,,
Dept Water - Pretoria,2728DC00106,Borehole,-27.95049,28.66636,1962/03/31,,Total Yield,,10.05,,0.11,
Dept Water - Pretoria,2728DD00030,Borehole,-27.95049,28.84969,,,,,,,,
Dept Water - Pretoria,2728DD00031,Borehole,-27.95049,28.8497,1971/08/04,,Total Yield,,35.97,,0.12,
Dept Water - Pretoria,2728DD00006,Borehole,-27.95049,28.94969,1983/11/03,,Total Yield,,63,,0.62,
Dept Water - Pretoria,2728DD00002,Borehole,-27.95049,28.98302,1983/07/05,,Total Yield,,15,,0.64,
Dept Water - Pretoria,2729DC00030,Borehole,-27.94466,29.50999,1950/07/12,,Individual Contribution,,45.8,,0.3001,0.3
Dept Water - Pretoria,2729DC00030,Borehole,-27.94466,29.50999,1950/07/12,,Individual Contribution,0.0001,11,,0.3001,
Dept Water - Pretoria,2728DC00068,Borehole,-27.94277,28.54969,1959/03/19,,Total Seepage,0.06,13.72,,,
Dept Water - Pretoria,2728DC00066,Borehole,-27.94276,28.54969,1959/04/04,,Total Seepage,0.09,21.34,,,
Dept Water - Pretoria,2728DC00064,Borehole,-27.94275,28.54969,1959/04/11,,Total Seepage,0.06,18.29,,,
Dept Water - Pretoria,2728CD00164,Borehole,-27.94274,28.36636,1960/06/15,,Total Yield,,12.8,,0.1,
Dept Water - Pretoria,2728DC00062,Borehole,-27.94274,28.54969,1943/09/24,,Total Yield,,18.29,,0.25,
Dept Water - Pretoria,2728CD00162,Borehole,-27.94273,28.36636,,,,,,,,
Dept Water - Pretoria,2728DC00060,Borehole,-27.94273,28.54969,1959/05/14,,Individual Contribution,,17.68,,0.7001,0.7
Dept Water - Pretoria,2728DC00060,Borehole,-27.94273,28.54969,1959/05/14,,Individual Contribution,0.0001,16.76,,0.7001,
Dept Water - Pretoria,2728CD00160,Borehole,-27.94272,28.36636,1960/06/28,,Total Seepage,0.02,21.33,,,
Dept Water - Pretoria,2728CD00080,Borehole,-27.94272,28.41636,1959/01/02,,Total Seepage,0.04,19.81,,,
Dept Water - Pretoria,2728DC00058,Borehole,-27.94272,28.54969,,,,,,,,
Dept Water - Pretoria,2728CD00159,Borehole,-27.94271,28.36636,1960/06/24,,Total Seepage,0.03,24.38,,,
Dept Water - Pretoria,2728CD00161,Borehole,-27.94271,28.36637,,,,,,,,
Dept Water - Pretoria,2728CD00163,Borehole,-27.94271,28.36638,1960/06/13,,Total Seepage,0.06,21.33,,,
Dept Water - Pretoria,2728CD00078,Borehole,-27.94271,28.41636,,,,,,,,
Dept Water - Pretoria,2728CD00079,Borehole,-27.94271,28.41637,1959/01/08,,Total Yield,,22.86,,0.45,
Dept Water - Pretoria,2728CD00081,Borehole,-27.94271,28.41638,1959/01/13,,Total Yield,,16.76,,0.36,
Dept Water - Pretoria,2728DC00057,Borehole,-27.94271,28.54969,1943/09/08,,Total Seepage,0.06,13.11,,,
Dept Water - Pretoria,2728DC00059,Borehole,-27.94271,28.5497,1959/04/20,,Total Seepage,0.04,19.81,,,
Dept Water - Pretoria,2728DC00061,Borehole,-27.94271,28.54971,1943/10/02,,Total Yield,,19.81,,0.23,
Dept Water - Pretoria,2728DC00063,Borehole,-27.94271,28.54972,1943/09/14,,Total Seepage,0.05,7.31,,,
Dept Water - Pretoria,2728DC00065,Borehole,-27.94271,28.54973,,,,,,,,
Dept Water - Pretoria,2728DC00067,Borehole,-27.94271,28.54974,1959/03/24,,Total Seepage,0.04,16.46,,,
Dept Water - Pretoria,2728DC00103,Borehole,-27.94271,28.63302,1957/11/22,,Total Yield,,24.38,,0.1,
Dept Water - Pretoria,2729DC00031,Borehole,-27.94166,29.50999,1950/07/24,,Individual Contribution,,36.6,,1.4001,1.4
Dept Water - Pretoria,2729DC00031,Borehole,-27.94166,29.50999,1950/07/24,,Individual Contribution,0.0001,11,,1.4001,
Dept Water - Pretoria,2729CD00155,Borehole,-27.94051,29.38028,1987/03/31,Float Principle (Thalimedes),Total Yield,,25,,0.3,
Dept Water - Pretoria,2729CD00156,Borehole,-27.9405,29.38027,1987/04/14,,Total Yield,,25,,0.4,
Dept Water - Pretoria,2729DC00007,Borehole,-27.93692,29.53665,,,,,,,,
Dept Water - Pretoria,2729DC00005,Borehole,-27.93691,29.53665,1955/06/16,,Total Yield,,21.33,,0.1,
Dept Water - Pretoria,2729DC00003,Borehole,-27.9369,29.53665,,,,,,,,
Dept Water - Pretoria,2729DC00001,Borehole,-27.93689,29.53665,1983/10/12,,Total Yield,,55,,0.83,
Dept Water - Pretoria,2729DC00002,Borehole,-27.93689,29.53666,,,,,,,,
Dept Water - Pretoria,2729DC00004,Borehole,-27.93689,29.53667,1955/06/09,,Total Seepage,0.0001,9.14,,,
Dept Water - Pretoria,2729DC00006,Borehole,-27.93689,29.53668,1955/06/02,,Total Yield,,60.96,,2.55,
Dept Water - Pretoria,2729CC00089,Borehole,-27.93385,29.11638,,,,,,,,
Dept Water - Pretoria,2729CC00070,Borehole,-27.93384,29.09971,,,,,,,,
Dept Water - Pretoria,2729CC00087,Borehole,-27.93384,29.11638,,,,,,,,
Dept Water - Pretoria,2728CD00104,Borehole,-27.93383,28.34969,,,,,,,,
Dept Water - Pretoria,2728CD00077,Borehole,-27.93383,28.48302,1959/11/17,,Total Yield,,13.72,,0.4,
Dept Water - Pretoria,2728DC00125,Borehole,-27.93383,28.57525,1959/02/20,,Total Yield,,16.76,,0.11,
Dept Water - Pretoria,2728DC00122,Borehole,-27.93383,28.59969,1959/06/03,,Total Yield,,22.86,,0.55,
Dept Water - Pretoria,2729CC00068,Borehole,-27.93383,29.09971,1983/10/31,,Total Yield,,27,,7.31,
Dept Water - Pretoria,2729CC00069,Borehole,-27.93383,29.09972,,,,,,,,
Dept Water - Pretoria,2729CC00071,Borehole,-27.93383,29.09973,,,,,,,,
Dept Water - Pretoria,2729CC00086,Borehole,-27.93383,29.11638,1984/02/15,,Total Yield,,20,,0.57,
Dept Water - Pretoria,2729CC00088,Borehole,-27.93383,29.11639,,,,,,,,
Dept Water - Pretoria,2729CD00101,Borehole,-27.93383,29.29832,1934/12/03,,Total Yield,,27.43,,0.25,
Dept Water - Pretoria,2729CD00022,Borehole,-27.93383,29.33304,1934/09/01,,Total Yield,,24.38,,0.5,
Dept Water - Pretoria,2728CD00102,Borehole,-27.93382,28.34969,1983/10/01,,Total Yield,,18,,0.69,
Dept Water - Pretoria,2728CD00103,Borehole,-27.93382,28.3497,,,,,,,,
Dept Water - Pretoria,2728CD00065,Borehole,-27.93382,28.48302,1959/11/18,,Total Seepage,0.05,15.24,,,
Dept Water - Pretoria,2728CD00066,Borehole,-27.93382,28.48303,,,,,,,,
Dept Water - Pretoria,2728DC00123,Borehole,-27.93382,28.57525,1959/03/14,,Total Yield,,13.71,,0.62,
Dept Water - Pretoria,2728DC00124,Borehole,-27.93382,28.57526,1959/03/10,,Total Yield,,16.76,,0.56,
Dept Water - Pretoria,2728DC00120,Borehole,-27.93382,28.59969,1959/05/23,,Total Yield,,29.56,,0.67,
Dept Water - Pretoria,2728DC00121,Borehole,-27.93382,28.5997,,,,,,,,
Dept Water - Pretoria,2728DC00154,Borehole,-27.93329,28.53886,1943/02/04,,Total Seepage,0.0001,41.15,,,
Dept Water - Pretoria,2728DC00153,Borehole,-27.93329,28.53887,1943/01/14,,Total Seepage,0.0001,30.78,,,
Dept Water - Pretoria,2728DC00156,Borehole,-27.93328,28.53885,1943/01/21,,Total Seepage,0.0001,42.67,,,
Dept Water - Pretoria,2728DC00155,Borehole,-27.93328,28.53886,1943/01/28,,Total Seepage,0.0001,36.57,,,
